"Genre","Longform Infographic","Dynamic Slideshow","Multimedia Visual Experience","Communicating Narrative and Explaining Data","Textual Narrative","Audio Narration","Labeling","Text Annotations on Visualizations","Tooltips","Element Highlighting","""Real-time"" Extension","Linking Separated Story Elements","Interaction","Color","Animation","Providing Context and Navigation","Next/Previous Buttons","Scrollytelling","Basic Scrolling","Breadcrumbs","Section Header Buttons","Menu Selection","Timeline","Geographic Map","Providing Controlled Exploration","Dynamic Queries","Embedded E.V.","Separate E.V.","Visual Encoding of Space-Time","Map-Independent Time Visualization","Multiple Coordinated Views","Animation or Slideshow","Layer Superimposition","Layer Juxtaposition","Title","Year","Source","Theme","Authors","Link"
"1","1","","","1","1","","1","1","","1","","1","","1","1","1","","1","1","","","","","1","","","","","1","","","1","1","","See How the Dixie Fire Created Its Own Weather","2021","NYT","Climate","Nadja Popovich, Noah Pisner, Nicholas Bartzokas, Evan Grothjan, Daniel Mangosing, Karthik Patanjali and Scott Reinhard","https://www.nytimes.com/interactive/2021/10/19/climate/dixie-fire-storm-clouds-weather.html?action=click&module=RelatedLinks&pgtype=Article"
"1","1","","","1","1","","1","","","","","1","","1","","1","","","1","","","","","","","","","","1","","","","","1","Mapping the Winter Storm’s Impact","2021","NYT","Climate","Nadja Popovich, Tim Wallace, Veronica Penney and Scott Reinhard","https://www.nytimes.com/interactive/2021/02/16/us/winter-storm-texas-power-outage-map.html"
"1","1","","","1","1","","1","","1","","","1","","1","1","1","","","1","","","","","","","","","","1","","","1","1","","Visualised: glaciers then and now","2021","The Guardian","Climate","Niko Kommenda","https://www.theguardian.com/environment/ng-interactive/2021/apr/29/visualised-glaciers-now-and-then"
"1","1","","","1","1","","1","","","","","1","","1","","1","","1","1","","","1","","","","","","","1","","","1","","","The climate disaster is here","2021","The Guardian","Climate","Oliver Milman, Andrew Witherspoon, Rita Liu and Alvin Chang","https://www.theguardian.com/environment/ng-interactive/2021/oct/14/climate-change-happening-now-stats-graphs-maps-cop26"
"1","1","","","1","1","","1","","","1","","1","","1","","1","","","1","","","","","","","","","","1","","","1","1","","A world ablaze: These maps show the devastating paths of wildfires","2021","National Geographic","Climate","Ryan Morris and Eve Conant","https://www.nationalgeographic.com/magazine/graphics/a-world-ablaze-these-maps-show-the-devastating-paths-of-wildfires-feature"
"1","1","","","1","1","","1","1","","1","","1","","1","","1","","","1","","","","","1","","","","","1","","","","1","","How Haiti Was Devastated by Two Natural Disasters in Three Days","2021","NYT","Climate","Tim Wallace, Ashley Wu and Jugal K. Patel","https://www.nytimes.com/interactive/2021/08/18/world/americas/haiti-earthquake-grace.html"
"1","1","","","1","1","","1","1","","1","","1","","1","","1","","","1","","1","","","1","","","","","1","","","1","","","Cold, heat, fires, hurricanes and tornadoes: The year in weather disasters","2021","Washington Post","Climate","Zach Levitt and Bonnie Berkowitz","https://www.washingtonpost.com/nation/interactive/2021/weather-disasters-2021/"
"1","1","","","1","1","","1","1","","1","","1","","1","1","1","","1","1","","","","","","","","","","1","","","1","","","‘It’s Super Spectacular.’ See How the Tonga Volcano Unleashed a Once-in-a-Century Shockwave.","2022","NYT","Climate","Aatish Bhatia and Henry Fountain","https://www.nytimes.com/interactive/2022/04/14/upshot/tonga-pressure-wave.html"
"1","1","","","1","1","","1","","","","","","","","","1","","","1","","","","","","","","","","1","","","1","1","","How permanent daylight saving time would change sunrise and sunset times","2022","Washington Post","Climate","Justin Grieser, Joe Fox and Tim Meko","https://www.washingtonpost.com/weather/2022/03/17/daylight-saving-time-sunrise-sunset/"
"1","1","","","1","1","","1","","","","","1","","1","","1","","","1","","","","","","","","","","1","","","","","1","A Vivid View of Extreme Weather: Temperature Records in the U.S. in 2021","2022","NYT","Climate","Krishna Karra and Tim Wallace","https://www.nytimes.com/interactive/2022/01/11/climate/record-temperatures-map-2021.html"
"1","1","","","1","1","","1","1","","1","","1","","1","","1","","1","1","","","","","1","","","","","1","","","1","1","","The Illegal Airstrips Bringing Toxic Mining to Brazil’s Indigenous Land","2022","NYT","Climate","Manuela Andreoni, Blacki Migliozzi, Pablo Robles and Denise Lu","https://www.nytimes.com/interactive/2022/08/02/world/americas/brazil-airstrips-illegal-mining.html"
"1","1","","","1","1","","1","","","1","","1","","1","","1","","1","","","","","","","","","","","1","","1","1","","","The World’s Forests: Decades of Loss and Change","2022","National Geographic","Climate","Martin Gamache, Soren Walljasper and Eve Conant","https://www.nationalgeographic.com/environment/graphics/the-worlds-forests-decades-of-loss-and-change"
"1","","","1","1","1","1","1","","","","1","","","","","1","","","1","","","","","1","1","","","1","1","1","","","","1","Weather Updates: Wildfires Scorch the West After Record Heat","2022","NYT","Climate","NYT Staff","https://www.nytimes.com/live/2022/09/06/us/weather-forecast-news-summer?name=styln-extreme-weather&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=LegacyCollection&variant=show&is_new=false#chicago-rain-flash-flooding"
"1","1","","","1","1","","1","","","","","1","","1","","1","","","1","","","","","1","","","","","1","1","","1","1","","The melting Arctic is now open for business","2022","National Geographic","Climate","Riley D. Champine, Ryan Morris, NGM Staff and Scott Elder","https://www.nationalgeographic.com/environment/graphics/map-shows-how-ships-navigate-melting-arctic-feature"
"1","","1","","1","1","","1","","1","","1","1","1","1","","1","1","","","","","1","1","1","1","","1","","1","","","1","","","Tracking U.S. Drought Severity","n.d.","EcoWest","Climate","The Water Desk at CU Boulder, EcoWest and the Bill Lane Center for the American West Stanford","http://vis.ecowest.org/interactive/drought.php"
"1","1","","","1","1","","1","","","","","1","","1","1","1","","1","","","","","","","","","","","1","","","","1","","Sizing Up the 2018 Blue Wave","2018","NYT","Election","Audrey Carlsen, K.K. Rebecca Lai, Ash Ngu, Adam Pearce and Anjali Singhvi","https://www.nytimes.com/interactive/2018/11/07/us/politics/how-democrats-took-the-house.html"
"1","1","","","1","1","","1","","","","","1","","1","","1","","","1","","","","","","","","","","1","","","","","1","Imperial borders still shape politics in Poland and Romania","2018","The Economist","Election","The Economist Staff","https://www.economist.com/graphic-detail/2018/11/21/imperial-borders-still-shape-politics-in-poland-and-romania"
"1","1","","","1","1","","1","","","1","","","","","","1","","","1","","","","","","","","","","1","","","","","1","A Tale Of Two Suburbs ","2019","FiveThirtyEight","Election","Clare Malone","https://fivethirtyeight.com/features/a-tale-of-two-suburbs/"
"1","1","","","1","1","","1","","","","","1","","1","","1","","","1","","","","","","","","","","1","1","","","","","Joe Biden’s Greatest Strength Is His Greatest Vulnerability ","2019","FiveThirtyEight","Election","Clare Malone","https://fivethirtyeight.com/features/the-front-runner/"
"1","1","","","1","1","","1","1","","1","","1","","1","","1","","","1","","","","","","","","","","1","1","","","","","The Movement To Skip The Electoral College Is Picking Up Steam ","2019","FiveThirtyEight","Election","Nathaniel Rakich","https://fivethirtyeight.com/features/the-movement-to-skip-the-electoral-college-is-picking-up-steam/"
"1","","","1","1","1","1","1","","","","1","","","","","1","","","1","","","","","","","","","","1","","","","1","","Election 2020","2020","Reuters","Election","Reuters Staff","https://www.reuters.com/live-events/election-2020-15-id2942501"
"1","1","","","1","1","","1","","","1","","1","","1","1","1","","1","1","","","","","","","","","","1","","","1","","1","The political winds in the U.S. are swirling","2020","Washington Post","Election","Tim Meko, Joe Fox and Dan Keating","https://www.washingtonpost.com/graphics/2020/elections/electorate-changes-2016-election-vs-2020/"
"1","1","","","1","1","","1","","","","","1","","1","","1","1","","1","","","","","","1","1","","","1","","","1","","","How Maps Reshape American Politics ","2021","NYT","Election","Nick Corasaniti, Reid J. Epstein, Taylor Johnston, Rebecca Lieberman and Eden Weingart","https://www.nytimes.com/interactive/2021/11/07/us/politics/redistricting-maps-explained.html"
"1","1","","","1","1","","1","1","","1","","1","","1","","1","","","1","","","","","","","","","","1","","","","1","","Why Is the Syrian Civil War Still Raging?","2018","NYT","Conflicts","Ben Hubbard and Jugal K. Patel","https://www.nytimes.com/interactive/2018/02/08/world/middleeast/war-in-syria-maps.html"
"1","","","1","1","1","1","","","1","1","","1","","1","1","1","","1","","","","","","","1","1","1","","1","","","1","1","","The four Days in 1968 that reshaped D.C.","2018","Washington Post","Conflicts","Danielle Rindler and Armand Emamdjomeh","https://www.washingtonpost.com/graphics/2018/local/dc-riots-1968/"
"1","1","","","1","1","","1","1","","","","1","","1","","1","","","1","","","","","","","","","","1","","","1","1","","ISIS Lost Its Last Territory in Syria. But the Attacks Continue.","2019","NYT","Conflicts","Jin Wu, Derek Watkins and Rukmini Callimachi","https://www.nytimes.com/interactive/2019/03/23/world/middleeast/isis-syria-defeated.html?searchResultPosition=5"
"1","1","","","1","1","","1","1","1","1","","1","","1","1","1","","1","1","","","","","","","","","","1","","","","","1","Why Budapest, Warsaw, and Lithuania split themselves in two","2019","The Pudding","Conflicts","Maarten Lambrechts","https://pudding.cool/2019/04/eu-regions/"
"1","1","","","1","1","","1","1","","1","","1","","1","1","1","","1","1","","","","","","","","","","1","1","","1","1","","Attacks by White Extremists Are Growing. So Are Their Connections.","2019","NYT","Conflicts","Weiyi Cai and Simone Landon","https://www.nytimes.com/interactive/2019/04/03/world/white-extremist-terrorism-christchurch.html"
"1","1","","","1","1","","1","1","","1","","1","","1","","1","","","1","","","","","","","","","","1","1","","","","","Why Afghanistan Became an Invisible War","2020","NYT","Conflicts","Juliette Love and Rod Nordland","https://www.nytimes.com/interactive/2020/03/01/world/asia/afghanistan-invisible-war.html"
"1","1","","","1","1","","1","","","1","","1","","1","1","1","","1","","","","","","","","","","","1","","","","1","","See maps of nine key moments that defined WWII","2020","National Geographic","Conflicts","Matthew W. Chwastyk and Ryan Morris","https://www.nationalgeographic.com/magazine/graphics/map-shows-nine-moments-that-defined-world-war-ii-feature?cmpid=org=ngp::mc=social::src=twitter::cmp=editorial::add=tw20200601ngm-wwiikeymomentsgraphicsthread::rid="
"1","1","","","1","1","","1","1","","","","1","","1","","1","","","1","","","","","","","","","","1","1","","1","1","","Flush With Cash, Biden Eclipses Trump in War for the Airwaves","2020","NYT","Conflicts","Nick Corasaniti, Weiyi Cai and Denise Lu","https://www.nytimes.com/interactive/2020/10/17/us/politics/trump-biden-campaign-ad-spending.html"
"1","1","","","1","1","","1","1","","1","","1","","1","","1","","","1","","","","","","","","","","1","","","","","1","Evacuating Afghanistan: a visual guide to flights in and out of Kabul","2021","The Guardian","Conflicts","Ashley Kirk, Cath Levett and Pablo Gutiérrez","https://www.theguardian.com/world/2021/aug/25/evacuating-afghanistan-a-visual-guide-to-flights-in-and-out-of-kabul"
"1","1","","","1","1","","1","1","","1","","1","","1","1","1","","","1","","","","","","","","","","1","","","1","1","","They Stormed the Capitol. Their Apps Tracked Them.","2021","NYT","Conflicts","Charlie Warzel and Stuart A. Thompson","https://www.nytimes.com/2021/02/05/opinion/capitol-attack-cellphone-data.html"
"1","1","","","1","1","","1","","","1","","1","","1","","1","","","1","","","","","1","","","","","1","","","","1","","Russian military movements near Ukraine: What satellite images show","2021","Washington Post","Conflicts","Paul Sonne, Ruby Mellen and Laris Karklis","https://www.washingtonpost.com/world/2021/12/08/russia-ukraine-satellite-images/"
"1","1","","","1","1","","1","","","","","1","","1","","1","","","1","","","","","","","","","","1","1","","","","1","20 Years of Defense, Erased by the Taliban in a Few Months","2021","NYT","Conflicts","Scott Reinhard and David Zucchino","https://www.nytimes.com/interactive/2021/08/14/world/asia/afghanistan-maps-taliban.html?searchResultPosition=2"
"1","1","","","1","1","","1","1","","1","","1","","1","","1","","","1","","","","","1","","","","","1","","","","1","","The Toll of Eight Days of Conflict in Gaza and Israel","2021","NYT","Conflicts","Weiyi Cai, Josh Holder, Lauren Leatherby, Eleanor Lutz, Scott Reinhard and Karen Yourish","https://www.nytimes.com/interactive/2021/05/17/world/middleeast/israel-palestine-gaza-conflict-death-toll.html"
"1","1","","","1","1","","1","1","","1","1","1","","1","","1","","","1","","","","","1","","","","","1","","","","1","1","Russia’s war in Ukraine: complete guide in maps, video and pictures","2022","The Guardian","Conflicts","Andrew Roth, Dan Sabbagh, Paul Scruton, Harvey Symons, Finbarr Sheehy, Glenn Swann and Niels de Hoog","https://www.theguardian.com/world/2022/mar/17/russias-war-in-ukraine-complete-guide-in-maps-video-and-pictures"
"1","","","1","1","1","","1","1","","1","","1","","1","","1","","1","","","","","","1","","","","","1","","","1","","","How Kyiv Has Withstood Russia’s Attacks","2022","NYT","Conflicts","Anjali Singhvi, Charlie Smart, Mika Gröndahl and James Glanz","https://www.nytimes.com/interactive/2022/04/02/world/europe/kyiv-invasion-disaster.html"
"1","1","","","1","1","","1","","","1","1","1","","1","","1","","","1","","","","","1","","","","","1","","","","","1","Ukraine-Karte aktuell","2022","Zeit online","Conflicts","Jakob Bauer, Florian Bayer, Paul Blickle, Carla Grefe-Huge, Lea-Katharina Krause, Lennard Simmons, Ivana Sokola, Johann Stephanowitz, Timo Stukenberg, Tom Sundermann, Julius Tröger and Sascha Venohr","https://www.zeit.de/politik/ausland/karte-ukraine-krieg-russland-frontverlauf-truppenbewegungen"
"1","1","","","1","1","","1","1","","1","","1","","1","","1","","","1","","","","","","","","","","1","1","","","","","How a Ukraine Conflict Could Reshape Europe’s Reliance on Russia","2022","NYT","Conflicts","Josh Holder, Karl Russell and Stanley Reed","https://www.nytimes.com/interactive/2022/02/15/business/energy-environment/russia-gas-europe-ukraine.html"
"1","1","","","1","1","","1","","","","","1","","1","","1","","1","","","","","","","","","","","1","","","","","1","Russia’s Shrinking War","2022","NYT","Conflicts","Josh Holder, Marco Hernandez and Jon Huang","https://www.nytimes.com/interactive/2022/05/24/world/europe/russia-shrinking-war-ukraine.html"
"1","","","1","1","1","","1","","","1","","1","","1","1","1","","1","","","","","","","","","","","1","","","1","1","","Die Schlacht um Mariupol","2022","Zeit online","Conflicts","Kai Biermann, Paul Blickle, Annick Ehmann, Dorothea Fiedler, Christian Fuchs, Carla Grefe-Huge, Yassin Musharbash, Karsten Polke-Majewski, Andreas Prost, Christina Schmidt, Julian Stahnke, Holger Stark, Julius Tröger, René Wiesenthal, Sascha Venohr, Anna Zhukovets and Fritz Zimmermann","https://www.zeit.de/politik/ausland/2022-04/krieg-ukraine-mariupol-schlacht-rekonstruktion"
"1","1","","","1","1","","1","1","","1","1","1","","1","","1","","","1","","","","","","","","","","1","","","","1","","Four maps that explain the Russia-Ukraine conflict","2022","Washington Post","Conflicts","Laris Karklis and Ruby Mellen","https://www.washingtonpost.com/world/2022/01/21/ukraine-russia-explain-maps/"
"1","1","","","1","1","","1","1","","1","1","","","","","1","","","1","","","","","","","","","","1","1","","","1","","Maps: Tracking Tensions Between China and Taiwan","2022","NYT","Conflicts","Marco Hernandez","https://www.nytimes.com/interactive/2022/world/asia/taiwan-china-maps.html"
"1","1","","","1","1","","1","1","","","","1","","1","","1","","","1","","","","","","","","","","1","","","1","1","","Where Russia Is Banned From Flying—And Who It’s Banned in Retaliation","2022","Bloomberg","Conflicts","Mira Rojanasakul and Jin Wu","https://www.bloomberg.com/graphics/2022-russia-ukraine-flight-bans/?leadSource=uverify%20wall"
"1","","","1","1","1","1","1","1","","1","","1","","1","","1","","","1","","","","","1","","","","","1","","1","","1","","The TikTok buildup: Videos reveal Russian forces closing in on Ukraine","2022","Washington Post","Conflicts","Paul Sonne,  Joyce Sohyun Lee, Mary Ilyushina, Ruby Mellen and Atthar Mirza","https://www.washingtonpost.com/world/2022/02/11/russia-ukraine-military-videos-tiktok/"
"1","","","1","1","1","1","1","1","","","1","","","","","1","","","1","","1","","1","1","","","","","1","","","","1","1","Russian forces now control more than two-thirds of Sievierodonetsk – as it happened","2022","The Guardian","Conflicts","Samantha Lock, Maya Yang, Léonie Chao-Fong, Martin Belam and Tess McClure","https://www.theguardian.com/world/live/2022/jun/01/russia-ukraine-war-biden-approves-medium-range-rocket-systems-to-bolster-ukraine-defences-live"
"1","1","","","1","1","","1","","","1","","1","","1","","1","","","1","","","","","","","","","","1","1","","","","1","Ukraine’s Refugee Crisis Is Unprecedented. The Response Must Be, Too.","2022","NYT","Conflicts","Sara Chodosh, Zach Levitt and Gus Wezerek","https://www.nytimes.com/interactive/2022/03/15/opinion/ukraine-refugee-crisis.html"
"1","1","","","1","1","","1","1","","","","1","","1","","1","","","1","","","","","","","","","","1","","","","1","","Unfriendly skies","2022","Reuters","Conflicts","Simon Scarr, Vijdan Mohammad Kawoosa, Jitesh Chowdhury, Manas Sharma and Anand Katakam","https://graphics.reuters.com/UKRAINE-CRISIS/AIRLINES/klpykbmropg/"
"1","","","1","1","1","1","1","1","","1","1","1","","1","","1","","","1","","","","","1","","","","","1","1","","","1","1","Maps: Tracking the Russian Invasion of Ukraine","2022","NYT","Conflicts","The New York Times Staff","https://www.nytimes.com/interactive/2022/world/europe/ukraine-maps.html"
"1","1","","","1","1","","1","1","","1","1","","","","","1","","","1","","","","","","","","","","1","","","","1","","Maps of Russia’s invasion of Ukraine","2022","Washington Post","Conflicts","The Washington Post Staff","https://www.washingtonpost.com/world/2022/02/24/maps-ukraine-russia-attack/"
